Bug 1,Bug 2,bmfu,bmfb,prod,comp,type,prior,vers,class
34955,25164,5.3468,4.5125,0.0,0.0,0.0,1.0,0.0,dup
34955,24938,0.1407,0.0,0.0,0.0,1.0,1.0,0.0,dup
34955,24509,18.7858,25.3164,0.0,0.0,1.0,1.0,0.0,dup
34955,24192,17.5595,25.3164,0.0,0.0,1.0,1.0,0.0,dup
34955,23950,6.8179,4.5125,0.0,0.0,0.0,1.0,0.0,dup
34955,23899,3.2908,0.0,0.0,0.0,0.0,1.0,0.0,dup
34955,20198,0.6793,0.5077,0.0,0.0,0.0,1.0,0.0,dup
34955,19691,0.3928,0.0,0.0,0.0,0.0,1.0,0.0,dup
34955,19466,0.1407,0.0,0.0,0.0,1.0,1.0,0.0,dup
34955,12981,3.8072,1.3932,0.0,0.0,1.0,1.0,0.0,dup
34955,12420,2.8627,0.5863,0.0,0.0,1.0,1.0,0.3125,dup
34955,9045,1.895,0.0,0.0,0.0,0.0,1.0,0.0,dup
34955,8902,1.6822,0.0,0.0,0.0,0.0,1.0,0.0,dup
34955,8103,2.577,0.0,0.0,0.0,1.0,1.0,0.0,dup
34955,6283,1.6305,0.0,0.0,0.0,0.0,1.0,0.0,dup
34955,4153,3.1218,0.0,0.0,0.0,1.0,1.0,0.3846,dup
34955,3029,0.9157,0.0,0.0,0.0,0.0,1.0,0.0,dup
34955,3027,0.9157,0.0,0.0,0.0,1.0,1.0,0.0,dup
34955,1618,8.0663,6.4059,0.0,0.0,0.0,1.0,0.0,dup
34945,34641,3.8715,0.0,0.0,1.0,1.0,1.0,0.0476,dup
34917,16260,3.6853,2.3977,0.0,0.0,1.0,1.0,0.0,dup
34917,5300,4.0076,2.3977,0.0,0.0,1.0,1.0,0.0,dup
34867,34805,11.4285,11.4411,0.0,1.0,1.0,1.0,0.0,dup
34867,34479,11.5575,10.7142,0.0,1.0,1.0,1.0,0.0,dup
34867,33962,5.7019,3.7837,0.0,0.0,1.0,1.0,0.0,dup
34867,33904,11.1878,4.9763,0.0,0.0,1.0,1.0,0.0,dup
34867,33872,7.7961,2.1657,0.0,1.0,1.0,1.0,0.0,dup
34867,33867,7.5454,3.3583,0.0,1.0,1.0,1.0,0.0,dup
34867,33859,14.854,12.9343,0.0,1.0,1.0,1.0,0.0476,dup
34867,33841,8.6735,10.7142,0.0,1.0,1.0,0.5,0.0476,dup
34861,34306,7.3687,3.706,0.0,0.0,1.0,1.0,0.0,dup
34805,34479,17.885,20.6686,0.0,1.0,1.0,1.0,0.0,dup
34805,33962,4.3251,0.9337,0.0,0.0,1.0,1.0,0.0,dup
34805,33904,13.7292,11.3388,0.0,0.0,1.0,1.0,0.0,dup
34805,33872,7.6979,2.349,0.0,1.0,1.0,1.0,0.0,dup
34805,33867,6.4375,4.5711,0.0,1.0,1.0,1.0,0.0,dup
34805,33859,17.4264,23.8826,0.0,1.0,1.0,1.0,0.0476,dup
34805,33841,15.995,16.8632,0.0,1.0,1.0,0.5,0.0476,dup
34792,34450,8.1063,3.3042,0.0,0.0,0.0,1.0,0.0,dup
34782,34569,15.9955,20.6266,0.0,1.0,1.0,1.0,0.0476,dup
34759,24047,9.8192,2.2034,0.0,0.0,1.0,1.0,1.0,dup
34733,34639,18.1046,12.4605,0.0,1.0,1.0,1.0,0.0,dup
34733,34460,6.0048,0.0,0.0,1.0,1.0,1.0,0.0476,dup
34733,34282,12.9603,7.6652,0.0,1.0,1.0,1.0,0.0,dup
34733,34081,7.9179,3.9726,0.0,0.0,1.0,1.0,0.0,dup
34696,34630,18.9722,15.8329,0.0,1.0,1.0,1.0,0.0,dup
34660,34657,38.42,82.9872,0.0,0.0,1.0,1.0,0.0,dup
34639,34460,7.7434,0.0,0.0,1.0,1.0,1.0,0.0476,dup
34639,34282,20.2128,33.4307,0.0,1.0,1.0,1.0,0.0,dup
34639,34081,12.7027,7.8583,0.0,0.0,1.0,1.0,0.0,dup
34596,34573,14.3728,29.8904,0.0,0.0,1.0,1.0,0.0,dup
34576,24327,23.1099,22.1194,0.0,0.0,1.0,1.0,0.0,dup
34479,33962,5.4826,0.8416,0.0,0.0,1.0,1.0,0.0,dup
34479,33904,10.7456,4.6652,0.0,0.0,1.0,1.0,0.0,dup
34479,33872,10.6649,2.5918,0.0,1.0,1.0,1.0,0.0,dup
34479,33867,6.0841,2.6921,0.0,1.0,1.0,1.0,0.0,dup
34479,33859,21.614,21.2083,0.0,1.0,1.0,1.0,0.0476,dup
34479,33841,16.5807,17.5573,0.0,1.0,1.0,0.5,0.0476,dup
34460,34282,6.2052,0.0,0.0,1.0,1.0,1.0,0.0476,dup
34460,34081,3.9808,0.0,0.0,0.0,1.0,1.0,0.0476,dup
34451,34307,6.7143,0.0,0.0,1.0,1.0,1.0,0.0,dup
34451,33985,5.2007,0.0,0.0,1.0,1.0,0.3333,0.0,dup
34397,33938,8.2469,2.0345,0.0,0.0,1.0,1.0,0.0476,dup
34307,33985,5.0388,0.9527,0.0,1.0,1.0,0.3333,0.0,dup
34282,34081,13.3462,9.29,0.0,0.0,1.0,1.0,0.0,dup
34221,33936,3.2129,1.7578,0.0,1.0,1.0,1.0,0.0476,dup
34221,33915,7.3717,1.401,0.0,1.0,1.0,1.0,0.0,dup
34116,34109,59.2498,111.8391,0.0,0.0,1.0,1.0,0.0,dup
33964,33789,13.0301,11.7406,0.0,0.0,1.0,1.0,0.0,dup
33962,33904,5.8496,2.1329,0.0,0.0,1.0,1.0,0.0,dup
33962,33872,3.9951,1.661,0.0,0.0,1.0,1.0,0.0,dup
33962,33867,2.8138,0.0,0.0,0.0,1.0,1.0,0.0,dup
33962,33859,7.3708,3.6751,0.0,0.0,1.0,1.0,0.0476,dup
33962,33841,7.3664,1.5876,0.0,0.0,1.0,0.5,0.0476,dup
33948,33552,5.1962,1.9476,0.0,1.0,1.0,1.0,0.0,dup
33948,33547,4.4603,1.9476,0.0,1.0,1.0,1.0,0.0,dup
33948,33546,2.9222,1.9476,0.0,1.0,1.0,1.0,0.0,dup
33936,33915,4.7124,1.5465,0.0,1.0,1.0,1.0,0.0476,dup
33904,33872,6.4648,0.0,0.0,0.0,1.0,1.0,0.0,dup
33904,33867,7.3417,3.7471,0.0,0.0,1.0,1.0,0.0,dup
33904,33859,14.1925,14.0597,0.0,0.0,1.0,1.0,0.0476,dup
33904,33841,11.6431,8.8197,0.0,0.0,1.0,0.5,0.0476,dup
33872,33867,6.5668,0.0,0.0,1.0,1.0,1.0,0.0,dup
33872,33859,8.686,3.5205,0.0,1.0,1.0,1.0,0.0476,dup
33872,33841,6.2164,0.0,0.0,1.0,1.0,0.5,0.0476,dup
33867,33859,8.7155,3.1838,0.0,1.0,1.0,1.0,0.0476,dup
33867,33841,5.3458,1.7733,0.0,1.0,1.0,0.5,0.0476,dup
33859,33841,13.1905,14.5814,0.0,1.0,1.0,0.5,1.0,dup
33710,33031,17.1801,16.0924,0.0,1.0,1.0,1.0,0.0,dup
33573,30012,3.6077,0.0,0.0,1.0,1.0,1.0,0.0,dup
33552,33547,13.0465,13.0639,0.0,1.0,1.0,1.0,0.0,dup
33552,33546,11.39,14.6956,0.0,1.0,1.0,1.0,0.0,dup
33547,33546,4.1919,2.1247,0.0,1.0,1.0,1.0,0.0,dup
33194,21299,5.5004,2.029,0.0,1.0,1.0,1.0,0.0,dup
33194,21119,11.5968,6.3596,0.0,1.0,1.0,1.0,0.0,dup
32948,32511,13.2836,19.1859,0.0,0.0,1.0,1.0,0.0,dup
32948,32510,11.9563,11.1311,0.0,0.0,1.0,1.0,0.0,dup
32948,32453,23.1457,39.4686,0.0,0.0,1.0,1.0,0.0,dup
32948,32386,11.3786,12.3238,0.0,0.0,1.0,1.0,0.0,dup
32595,20794,8.467,3.6791,0.0,1.0,1.0,1.0,0.0,dup
32562,32529,3.8991,0.0,0.0,0.0,0.0,1.0,0.0,dup
32562,28870,6.8611,8.6738,0.0,0.0,0.0,1.0,0.0,dup
32562,28455,5.7108,0.0,0.0,0.0,1.0,1.0,0.0,dup
32562,28353,4.6159,3.4057,0.0,0.0,0.0,1.0,0.0,dup
32562,28063,4.6159,3.4057,0.0,0.0,0.0,1.0,0.0,dup
32562,27661,3.1103,3.0198,0.0,0.0,1.0,1.0,0.0,dup
32562,26991,1.2986,0.0,0.0,0.0,0.0,1.0,0.0,dup
32562,26512,2.8042,0.0,0.0,0.0,0.0,1.0,0.0,dup
32562,25993,3.1103,3.0198,0.0,0.0,0.0,1.0,0.0,dup
32562,25456,5.7108,3.4057,0.0,0.0,1.0,1.0,0.0,dup
32562,25270,3.1103,0.0,0.0,0.0,1.0,1.0,0.0,dup
32562,25164,0.2038,0.0,0.0,0.0,1.0,1.0,0.0,dup
32562,24938,3.8991,0.0,0.0,0.0,0.0,1.0,0.0,dup
32562,24509,4.6159,3.4057,0.0,0.0,0.0,1.0,0.0,dup
32562,24192,1.2986,0.0,0.0,0.0,0.0,1.0,0.0,dup
32562,23950,5.7108,3.0198,0.0,0.0,1.0,1.0,0.0,dup
32562,23899,5.7108,0.0,0.0,0.0,1.0,1.0,0.0,dup
32562,20198,1.2986,0.0,0.0,0.0,1.0,1.0,0.0,dup
32562,19691,3.8991,0.0,0.0,0.0,1.0,1.0,0.0,dup
32562,19466,1.2986,0.0,0.0,0.0,0.0,1.0,0.0,dup
32562,12981,4.6159,3.4057,0.0,0.0,0.0,1.0,0.0,dup
32562,12420,1.2986,0.0,0.0,0.0,0.0,1.0,0.3125,dup
32562,9045,1.2986,0.0,0.0,0.0,1.0,1.0,0.0,dup
32562,8902,3.1103,3.0198,0.0,0.0,1.0,1.0,0.0,dup
32562,8103,5.7108,3.0198,0.0,0.0,0.0,1.0,0.0,dup
32562,6283,3.6953,0.0,0.0,0.0,1.0,1.0,0.0,dup
32562,4153,5.7108,3.0198,0.0,0.0,0.0,1.0,0.3846,dup
32562,3029,2.449,0.0,0.0,0.0,1.0,1.0,0.0,dup
32562,3027,2.449,0.0,0.0,0.0,0.0,1.0,0.0,dup
32562,1618,5.0495,0.0,0.0,0.0,1.0,1.0,0.0,dup
32529,28870,4.0628,0.0,0.0,0.0,1.0,1.0,0.0,dup
32529,28455,4.0628,0.0,0.0,0.0,0.0,1.0,0.0,dup
32529,28353,3.7571,3.2914,0.0,0.0,1.0,1.0,0.0,dup
32529,28063,3.7333,0.0,0.0,0.0,1.0,1.0,0.0,dup
32529,27661,3.6935,0.0,0.0,0.0,0.0,1.0,0.0,dup
32529,26991,2.3425,2.466,0.0,0.0,1.0,1.0,0.0,dup
32529,26512,3.7571,0.0,0.0,0.0,1.0,1.0,0.0,dup
32529,25993,1.6561,0.0,0.0,0.0,1.0,1.0,0.0,dup
32529,25456,4.0628,3.0992,0.0,0.0,0.0,1.0,0.0,dup
32529,25270,3.5038,0.0,0.0,0.0,0.0,1.0,0.0,dup
32529,25164,1.8016,0.0,0.0,0.0,0.0,1.0,0.0,dup
32529,24938,4.7492,0.0,0.0,0.0,1.0,1.0,0.0,dup
32529,24509,3.047,0.0,0.0,0.0,1.0,1.0,0.0,dup
32529,24192,2.5559,0.0,0.0,0.0,1.0,1.0,0.0,dup
32529,23950,5.2004,5.2114,0.0,0.0,0.0,1.0,0.0,dup
32529,23899,6.3617,0.0,0.0,0.0,0.0,1.0,0.0,dup
32529,20198,2.3663,0.0,0.0,0.0,0.0,1.0,0.0,dup
32529,19691,4.7492,0.0,0.0,0.0,0.0,1.0,0.0,dup
32529,19466,1.2049,0.0,0.0,0.0,1.0,1.0,0.0,dup
32529,12981,3.7333,0.0,0.0,0.0,1.0,1.0,0.0,dup
32529,12420,4.0795,0.0,0.0,0.0,1.0,1.0,0.3125,dup
32529,9045,2.7937,0.0,0.0,0.0,0.0,1.0,0.0,dup
32529,8902,1.2049,0.0,0.0,0.0,0.0,1.0,0.0,dup
32529,8103,4.0628,0.0,0.0,0.0,1.0,1.0,0.0,dup
32529,6283,4.5601,0.0,0.0,0.0,0.0,1.0,0.0,dup
32529,4153,4.7492,5.8446,0.0,0.0,1.0,1.0,0.3846,dup
32529,3029,1.2049,0.0,0.0,0.0,0.0,1.0,0.0,dup
32529,3027,1.2049,0.0,0.0,0.0,1.0,1.0,0.0,dup
32529,1618,4.0628,3.0992,0.0,0.0,0.0,1.0,0.0,dup
32511,32510,26.1058,55.8787,0.0,0.0,1.0,1.0,0.0,dup
32511,32453,11.3983,11.8719,0.0,0.0,1.0,1.0,0.0,dup
32511,32386,26.0344,54.7133,0.0,0.0,1.0,1.0,0.0,dup
32510,32453,10.624,5.8256,0.0,0.0,1.0,1.0,0.0,dup
32510,32386,26.0992,50.546,0.0,0.0,1.0,1.0,0.0,dup
32463,32462,7.925,10.0327,0.0,0.0,1.0,1.0,0.2,dup
32453,32386,11.2541,9.0784,0.0,0.0,1.0,1.0,0.0,dup
32408,31246,5.7839,1.04,0.0,0.0,1.0,1.0,0.0,dup
32209,23207,11.2466,16.1169,0.0,1.0,1.0,1.0,0.0,dup
31592,27529,7.7503,5.562,0.0,1.0,1.0,1.0,0.0,dup
31337,27651,9.5987,6.2886,0.0,0.0,1.0,1.0,0.2,dup
31336,22775,1.486,0.0,0.0,0.0,1.0,1.0,0.0,dup
31325,21709,5.5544,0.0,0.0,1.0,0.0,1.0,0.0,dup
31243,24521,10.0423,1.7646,0.0,1.0,1.0,1.0,0.0,dup
30895,20389,1.3301,0.0,0.0,1.0,1.0,1.0,0.0,dup
30712,30371,6.7895,0.0,0.0,0.0,1.0,1.0,1.0,dup
30503,30123,9.6089,4.5444,0.0,0.0,1.0,1.0,0.2,dup
30368,29389,2.4559,0.0,0.0,0.0,1.0,1.0,0.2,dup
30170,30169,31.0229,57.9298,0.0,0.0,1.0,1.0,0.0,dup
30104,27325,5.3045,0.0,0.0,0.0,1.0,1.0,0.2,dup
29951,29094,6.1718,0.8978,0.0,1.0,1.0,1.0,0.0,dup
29701,29306,8.0332,4.5923,0.0,1.0,1.0,1.0,0.0,dup
29686,16491,6.4263,2.9933,0.0,0.0,1.0,1.0,0.3125,dup
29686,16470,10.0392,2.9933,0.0,0.0,1.0,1.0,0.3125,dup
29686,11068,9.0159,0.0,0.0,0.0,1.0,1.0,0.3125,dup
29292,29273,15.8104,16.0173,0.0,0.0,1.0,1.0,0.2,dup
29276,28658,3.8614,2.6752,0.0,1.0,1.0,1.0,0.0,dup
28943,27523,9.1417,12.014,0.0,0.0,1.0,1.0,0.0,dup
28870,28455,11.3602,10.1449,0.0,0.0,0.0,1.0,0.0,dup
28870,28353,6.4221,0.0,0.0,0.0,1.0,1.0,0.0,dup
28870,28063,3.6618,0.0,0.0,0.0,1.0,1.0,0.0,dup
28870,27661,2.5822,1.9894,0.0,0.0,0.0,1.0,0.0,dup
28870,26991,0.8917,0.0,0.0,0.0,1.0,1.0,0.0,dup
28870,26512,2.7583,0.0,0.0,0.0,1.0,1.0,0.0,dup
28870,25993,19.504,27.3058,0.0,0.0,1.0,1.0,0.0,dup
28870,25456,4.3757,0.0,0.0,0.0,0.0,1.0,0.0,dup
28870,25270,2.3374,0.0,0.0,0.0,0.0,1.0,0.0,dup
28870,25164,5.3766,4.5125,0.0,0.0,0.0,1.0,0.0,dup
28870,24938,2.9374,0.0,0.0,0.0,1.0,1.0,0.0,dup
28870,24509,20.8284,25.3164,0.0,0.0,1.0,1.0,0.0,dup
28870,24192,18.3105,25.3164,0.0,0.0,1.0,1.0,0.0,dup
28870,23950,9.5817,6.502,0.0,0.0,0.0,1.0,0.0,dup
28870,23899,4.9039,0.0,0.0,0.0,0.0,1.0,0.0,dup
28870,20198,1.4303,0.5077,0.0,0.0,0.0,1.0,0.0,dup
28870,19691,3.1895,0.0,0.0,0.0,0.0,1.0,0.0,dup
28870,19466,0.8917,0.0,0.0,0.0,1.0,1.0,0.0,dup
28870,12981,5.8498,1.3932,0.0,0.0,1.0,1.0,0.0,dup
28870,12420,2.4629,0.5863,0.0,0.0,1.0,1.0,0.3125,dup
28870,9045,1.4953,0.0,0.0,0.0,0.0,1.0,0.0,dup
28870,8902,2.4004,1.9894,0.0,0.0,0.0,1.0,0.0,dup
28870,8103,5.3409,1.9894,0.0,0.0,1.0,1.0,0.0,dup
28870,6283,3.2466,0.0,0.0,0.0,0.0,1.0,0.0,dup
28870,4153,5.8857,1.9894,0.0,0.0,1.0,1.0,0.3846,dup
28870,3029,2.4245,0.0,0.0,0.0,0.0,1.0,0.0,dup
28870,3027,2.4245,0.0,0.0,0.0,1.0,1.0,0.0,dup
28870,1618,11.6208,6.4059,0.0,0.0,0.0,1.0,0.0,dup
28825,28824,36.9227,77.9677,0.0,0.0,1.0,1.0,0.0,dup
28803,24531,6.4217,2.0416,0.0,0.0,0.0,1.0,0.2,dup
28717,28716,32.6344,57.0134,0.0,1.0,1.0,1.0,0.0,dup
28715,28601,23.9326,29.1366,0.0,1.0,1.0,1.0,0.0,dup
28715,28583,19.691,30.4958,0.0,1.0,1.0,1.0,0.0,dup
28678,28626,7.0509,2.1512,0.0,1.0,1.0,1.0,0.0,dup
28678,28612,21.154,20.2485,0.0,1.0,1.0,1.0,0.0,dup
28678,28599,30.0082,30.7827,0.0,1.0,1.0,1.0,0.0,dup
28678,28591,19.4379,17.1751,0.0,1.0,1.0,1.0,0.0,dup
28678,28571,9.842,9.8832,0.0,1.0,1.0,1.0,0.0,dup
28678,28569,19.4236,16.449,0.0,1.0,1.0,1.0,0.0,dup
28678,28563,30.7616,31.5833,0.0,1.0,1.0,1.0,0.0,dup
28678,28558,16.7108,15.4052,0.0,1.0,1.0,1.0,0.0,dup
28678,28531,18.2643,17.3973,0.0,1.0,1.0,1.0,0.0,dup
28678,28529,30.7623,32.4575,0.0,1.0,1.0,1.0,0.0,dup
28678,28522,30.3579,30.2256,0.0,1.0,1.0,1.0,0.0,dup
28678,28519,20.1904,19.9497,0.0,1.0,1.0,1.0,0.0,dup
28678,28516,12.7193,13.5857,0.0,1.0,1.0,1.0,0.0,dup
28678,28515,17.5436,17.1557,0.0,1.0,1.0,1.0,0.0,dup
28626,28612,8.2894,1.4782,0.0,1.0,1.0,1.0,0.0,dup
28626,28599,10.2914,4.7559,0.0,1.0,1.0,1.0,0.0,dup
28626,28591,8.8155,3.4881,0.0,1.0,1.0,1.0,0.0,dup
28626,28571,1.9673,0.0,0.0,1.0,1.0,1.0,0.0,dup
28626,28569,11.8735,3.7232,0.0,1.0,1.0,1.0,0.0,dup
28626,28563,13.7822,8.2223,0.0,1.0,1.0,1.0,0.0,dup
28626,28558,6.4065,1.4782,0.0,1.0,1.0,1.0,0.0,dup
28626,28531,6.1494,1.4782,0.0,1.0,1.0,1.0,0.0,dup
28626,28529,19.2783,13.2234,0.0,1.0,1.0,1.0,0.0,dup
28626,28522,13.7822,5.7331,0.0,1.0,1.0,1.0,0.0,dup
28626,28519,8.5434,6.5088,0.0,1.0,1.0,1.0,0.0,dup
28626,28516,4.2746,1.4782,0.0,1.0,1.0,1.0,0.0,dup
28626,28515,8.7087,4.9277,0.0,1.0,1.0,1.0,0.0,dup
28621,28620,31.875,76.7502,0.0,0.0,1.0,1.0,0.0,dup
28621,28619,31.875,76.7502,0.0,0.0,1.0,1.0,0.0,dup
28620,28619,31.875,76.7502,0.0,0.0,1.0,1.0,0.0,dup
28612,28599,51.8696,78.5139,0.0,1.0,1.0,1.0,0.0,dup
28612,28591,15.2618,17.1582,0.0,1.0,1.0,1.0,0.0,dup
28612,28571,8.6439,8.5733,0.0,1.0,1.0,1.0,0.0,dup
28612,28569,18.5377,23.3928,0.0,1.0,1.0,1.0,0.0,dup
28612,28563,50.083,77.5501,0.0,1.0,1.0,1.0,0.0,dup
28612,28558,17.142,22.408,0.0,1.0,1.0,1.0,0.0,dup
28612,28531,18.8333,22.3745,0.0,1.0,1.0,1.0,0.0,dup
28612,28529,47.2594,70.772,0.0,1.0,1.0,1.0,0.0,dup
28612,28522,50.7935,78.1715,0.0,1.0,1.0,1.0,0.0,dup
28612,28519,14.6053,17.5762,0.0,1.0,1.0,1.0,0.0,dup
28612,28516,14.7956,16.3961,0.0,1.0,1.0,1.0,0.0,dup
28612,28515,13.023,15.758,0.0,1.0,1.0,1.0,0.0,dup
28602,26724,29.5321,39.9091,0.0,0.0,1.0,1.0,0.2,dup
